medcodeid	term
3662231000006110	Sex cord-stromal tumor, no ICD-O subtype
3662241000006117	Sex cord-stromal tumor, no International Classification of Diseases for Oncology subtype
3662411000006115	Paget's disease, extramammary (except Paget's disease of bone)
3662431000006114	Paget disease, extramammary (except Paget disease of bone)
3671061000006110	Carcinomatous myopathic syndrome
3671071000006115	Myopathy associated with malignant disease
3674171000006116	Follicular adenocarcinoma, trabecular
3674181000006118	Follicular carcinoma, trabecular
3674191000006115	Follicular adenocarcinoma, moderately differentiated
3674201000006117	Follicular carcinoma, moderately differentiated
3674221000006110	Follicular carcinoma - moderately differentiated
3674231000006113	Follicular carcinoma - trabecular
3674241000006115	Follicular adenocarcinoma - moderately differentiated
3678231000006119	Sex cord tumour with annular tubules
3678241000006112	Sex cord tumor with annular tubules
3678791000006113	Mucous carcinoma
3678801000006114	Mucinous carcinoma
3678811000006112	Colloid adenocarcinoma
3678821000006116	Colloid carcinoma
3678831000006118	Gelatinous adenocarcinoma
3678841000006111	Gelatinous carcinoma
3678851000006113	Mucoid adenocarcinoma
3678861000006110	Mucoid carcinoma
3678871000006115	Mucous adenocarcinoma
3678881000006117	Pseudomyxoma peritonei with unknown primary site
3683521000006119	Gangliocytic paraganglioma
3685901000006116	Seminoma, anaplastic
3685911000006118	Seminoma with high mitotic index
3685921000006114	Anaplastic seminoma
3686581000006113	Tumourlet
3686591000006111	Tumorlet
3687101000006113	Giant cell and spindle cell carcinoma
3687771000006118	Lymphangioleiomyomatosis
3695141000006115	Small cell sarcoma
3695151000006118	Round cell sarcoma
3695161000006116	Undifferentiated round cell sarcoma
3697811000006117	Peripheral neuroectodermal tumor
3697821000006113	Neuroectodermal tumor
3697831000006111	Peripheral primitive neuroectodermal tumor
3697841000006118	PPNET
3697851000006116	Neuroectodermal tumour
3697861000006119	Peripheral primitive neuroectodermal tumour
3699291000006117	Myofibromatosis
3699301000006116	Congenital generalized fibromatosis
3699311000006118	Infantile myofibromatosis
3699321000006114	Congenital generalised fibromatosis
370111000006119	[X]Carcinoma in situ of oth+unspecified male genital organs
370161000006116	[X]Carcinoma in situ of other+unspcfd female genital organs
370171000006111	Carcinoma in situ of urinary tract proper
370201000006110	[X]Carcinoma in situ of skin of other+unspecified parts/face
3702781000006112	Gemistocytoma
3703771000006117	Small cell carcinoma, fusiform cell
3703781000006119	Small cell carcinoma - fusiform cell
3704012	Clark melanoma level 4
3706141000006116	Hodgkin granuloma [obs]
3706151000006119	Hodgkin's granuloma
3707501000006111	Chondroblastoma, malignant
3707511000006114	Malignant chondroblastoma
3707521000006118	Glycogen-rich carcinoma
3707531000006115	Glycogen-rich clear cell carcinoma
3708791000006113	Reserve cell carcinoma
3708801000006114	Round cell carcinoma
3708811000006112	SCC - Small cell carcinoma
3709541000006117	Endodermal sinus tumor
3709551000006115	Yolk sac tumor
3709561000006118	Polyvesicular vitelline tumor
3709571000006113	Orchioblastoma
3709581000006111	Embryonal carcinoma, infantile
3709591000006114	Yolk sac tumour
3709601000006118	Hepatoid yolk sac tumor
3709611000006115	Polyvesicular vitelline tumour
3709621000006111	Hepatoid yolk sac tumour
3709631000006114	Infantile embryonal carcinoma
3711491000006112	Glioma, malignant, no ICD-O subtype
3711501000006116	Glioma
3711511000006118	Glioma (except Nasal glioma, not neoplastic)
3713291000006112	Mantle cell lymphoma
3713301000006113	Mantle zone lymphoma [obs]
3713311000006111	Malignant lymphomatous polyposis
3713321000006115	Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse [obs]
3713331000006117	Malignant lymphoma, centrocytic [obs]
3714981000006118	Gonocytoma
3714991000006115	GBY - Gonadoblastoma
3718101000006115	Apudoma
3721291000006116	Smooth muscle tumor
3721301000006115	Smooth muscle tumor of uncertain malignant potential
3721311000006117	Smooth muscle tumour of uncertain malignant potential
3722811000006117	Leiomyomatosis
3722821000006113	Intravascular leiomyomatosis
3722831000006111	Leiomyomatosis, no ICD-O subtype
3722841000006118	Leiomyomatosis, no International Classification of Diseases for Oncology subtype
3722851000006116	Intravenous leiomyomatosis
3724731000006113	Placental site trophoblastic tumour
3724741000006115	Placental site trophoblastic tumor
372501000000116	Radiotherapy preparation
372521000000113	Radiotherapy volume definition
372601000000117	Radiotherapy delivery
3734751000006115	Malignant melanoma in giant pigmented naevus
3734761000006118	Malignant melanoma in giant pigmented nevus
3734771000006113	Malignant melanoma in congenital melanocytic nevus
3734781000006111	Malignant melanoma in congenital melanocytic naevus
3735761000006117	Endometrioid adenoma, borderline malignancy
3735771000006112	Endometrioid cystadenoma, borderline malignancy
3735781000006110	Endometrioid tumor of low malignant potential
3735791000006113	Endometrioid tumour of low malignant potential
3735801000006114	Atypical proliferative endometrioid tumor
3735811000006112	Atypical proliferative endometrioid tumour
3735821000006116	Endometrioid adenoma - borderline malignancy
3735831000006118	Endometrioid cystadenoma - borderline malignancy
3735841000006111	Endometrioid tumour, borderline
3735851000006113	Endometrioid tumor, borderline
373681000000115	Radiotherapy procedures NOS
373701000000118	Other specified radiotherapy procedures
3737091000006118	Aesthesioneuroblastoma
3737101000006112	Esthesioneuroblastoma
3741301000006118	Chondroblastic osteosarcoma
3741871000006119	Nesidioblastoma
3745771000006113	Dermatofibrosarcoma protuberans
3745791000006114	Dermatofibrosarcoma, no International Classification of Diseases for Oncology subtype
3745801000006110	Dermatofibrosarcoma, no ICD-O subtype
3750471000006112	Ewing's tumor
3750481000006110	Ewing's tumour
3750491000006113	Ewing sarcoma
3752561000006117	Brown fat tumour
3752591000006113	Juvenile granulosa cell tumour
3752601000006117	Juvenile granulosa cell tumor
3756761000006114	Lobular carcinoma, noninfiltrating
3756771000006119	LCIS
3756781000006116	Non-infiltrating lobular carcinoma
3756791000006118	LCIS - Lobular carcinoma in situ
3758721000006116	Burkitt lymphoma
3758731000006118	Burkitt's lymphoma
3758741000006111	Malignant lymphoma, small noncleaved, Burkitt's, diffuse
3758751000006113	Malignant lymphoma, undifferentiated, Burkitt type [obs]
3758761000006110	Burkitt-like lymphoma
3758771000006115	Burkitt's tumor [obs]
3758781000006117	Burkitt tumor [obs]
3758791000006119	Burkitt tumour [obs]
3758801000006118	Burkitt's tumour [obs]
3759331000006111	Neurilemoma, malignant
3759341000006118	Neurilemmoma, malignant
3759351000006116	Neurilemmosarcoma
3759361000006119	Malignant Schwannoma
3759531000006117	Adult T-cell leukaemia/lymphoma
3759541000006110	Adult T-cell leukemia/lymphoma
3759551000006112	Adult T-cell lymphoma/leukemia
3759561000006114	Adult T-cell lymphoma
3759571000006119	Adult T-cell leukemia
3759581000006116	Adult T-cell leukemia/lymphoma (HTLV-1 positive)
3759591000006118	Adult T-cell leukaemia
3759601000006114	Adult T-cell lymphoma/leukaemia
3759611000006112	Adult T-cell leukaemia/lymphoma (HTLV-1 positive)
3759631000006118	Adult T-cell lymphoma/leukemia (HTLV-1 +)
3759641000006111	Adult T-cell lymphoma/leukaemia (HTLV-1 +)
3759991000006111	Pleomorphic rhabdomyosarcoma
3760001000006118	Pleomorphic rhabdomyosarcoma, adult type
3763421000006110	Carcinomatous peripheral neuropathy
3763431000006113	Carcinomatous neuropathy
3763441000006115	Paraneoplastic polyneuropathy
3766851000006113	Leydig cell tumour, malignant
3766861000006110	Leydig cell tumor, malignant
3766871000006115	Interstitial cell tumor, malignant
3766881000006117	Interstitial cell tumour, malignant
3766901000006115	Malignant interstitial cell tumour
3766911000006117	Malignant interstitial cell tumor
3766921000006113	Malignant Leydig cell tumor
376769011	Papillary neoplasm
376791000006111	[X]Dermato(poly)myositis in neoplastic disease CE
376842018	[M]Ovarian papillary tumour
376843011	[M]Ovarian serous tumour
376848019	[M]Testicular stromal tumour
376849010	[M]Ovarian stromal tumour
376870016	[M]Fibroxanthosarcoma
376938017	[M]Sympathogonioma
376939013	[M]Sympathicogonioma
3771831000006118	Comedocarcinoma, noninfiltrating
3771841000006111	Ductal carcinoma in situ, comedo type
3771851000006113	DCIS, comedo type
3771861000006110	Non-infiltrating comedocarcinoma
3773701000006119	Meningioma, malignant
3773711000006116	Leptomeningeal sarcoma
3773721000006112	Meningeal sarcoma
3773731000006110	Meningothelial sarcoma
3773741000006117	Meningioma, anaplastic
3775781000006112	Sebaceous epithelioma
3776181000006115	Telangiectatic osteosarcoma
3780831000006117	Localized cutaneous mastocytosis
3780841000006110	Localised cutaneous mastocytosis
378182015	Ayala's disease
3782101000006115	Pleomorphic xanthoastrocytoma
378528014	Tumour staging
378529018	TNM tumour staging
378691015	FIGO staging of gynaecological malignancy
3787041000006119	Pseudomucinous adenocarcinoma
3787051000006117	Pseudomucinous cystadenocarcinoma
378851016	Mixed parotid tumour
378881000000114	Insertion of carmustine wafers in cerebral neoplasm
3789351000006112	Secondary carcinoma
3789361000006114	Secondary neoplasm
379088010	Carcinoma of rectum
379089019	Rectal carcinoma
379223011	Squamous cell carcinoma of skin
379246013	Multiple self-healing epithelioma of Ferguson-Smith
379315011	Rodent ulcer
379770011	Prostatic intraepithelial neoplasia
380059013	Malignant tumour of unknown origin
380084011	Neoplasm of uncertain behaviour of oral cavity
380088014	Neoplasm of uncertain behaviour of biliary system
380092019	Carcinoma of genitourinary organ
380093012	Sarcoma of bone and connective tissue
380094018	Carcinoma of bone, connective tissue, skin and breast
380095017	Carcinoma of lip, oral cavity and pharynx
380110012	Neoplasm of respiratory tract
380129018	Carcinoma of caecum
380137014	Anal carcinoma
380139012	Carcinoma common bile duct
380141000000118	Delivery of oral chemotherapy for neoplasm
380145016	Malignant neoplasm of carpal bones
380146015	Malignant neoplasm of metacarpal bones
380180017	Seminoma of testis
380193010	Secondary carcinoma of respiratory and/or digestive systems
3802001000006115	Oligodendroblastoma
380206018	Secondary carcinoma of other specified sites
380211016	Carcinoma of other and unspecified sites
380242014	Carcinoma in situ of ear
3802491000006115	Sertoli cell carcinoma
380261000000112	Delivery of chemotherapy for neoplasm
3810361000006116	Acute panmyelosis
3810371000006111	Malignant myelosclerosis [obs]
3810381000006114	Acute myelosclerosis
3810391000006112	Acute myelofibrosis
3812911000006119	Water-clear cell adenocarcinoma
3812921000006110	Water-clear cell carcinoma
381941000000114	Delivery of a fraction of intracavitary radiotherapy
381961000000110	Radiotherapy delivery NOS
382021000000110	Other specified radiotherapy preparation
382041000000115	Radiotherapy preparation NOS
382061000000119	Radiotherapy volume definition NOS
382081000000111	Other specified radiotherapy volume definition
3820851000006117	Hemangioblastoma
3820861000006115	Angioblastoma
3824461000006113	Superficial spreading adenocarcinoma
3827371000006116	Typical carcinoid
3827381000006118	Carcinoid tumor
3827391000006115	Carcinoid tumour no ICD-O subtype
3827401000006118	Carcinoid tumor no ICD-O subtype
3827411000006115	Carcinoid
3827421000006111	Carcinoid tumor no International Classification of Diseases for Oncology subtype
3828101000006111	Neurofibromatosis
3828111000006114	Multiple neurofibromatosis
3828121000006118	Von Recklinghausen's disease (except of Bone)
3828131000006115	Recklinghausen's disease (except of Bone)
3832091000006117	Solid carcinoma
3832101000006111	Solid carcinoma with mucin formation
3832111000006114	Solid adenocarcinoma with mucin formation
3835461000006114	Giant cell tumour of soft parts
3835471000006119	Giant cell tumor of soft parts
3835481000006116	Giant cell tumour of soft tissue
3835491000006118	Giant cell tumor of soft tissue
3838051000006113	Malignant tumour, small cell type
3838061000006110	Malignant tumor, small cell type
3838081000006117	Malignant tumor - small cell type
3843581000006117	Paget disease and infiltrating duct carcinoma of breast
3845541000006112	Infiltrating duct adenocarcinoma
3845551000006114	Duct cell carcinoma
3845561000006111	Ductal carcinoma
3845571000006116	Duct adenocarcinoma
3845591000006115	Invasive breast carcinoma of no special type
3851331000006114	Calcifying epithelial odontogenic tumour
3851361000006117	Pindborg tumour
3851371000006112	CEOT - Calcifying epithelial odontogenic tumour
3852661000006118	Malignant rhabdoid tumour
3852671000006113	Rhabdoid sarcoma
3852681000006111	Rhabdoid tumor
3852691000006114	Malignant rhabdoid tumor
3852701000006114	Rhabdoid tumour
3854301000006116	Melanotic medulloblastoma
3854311000006118	MDB - Medulloblastoma
3854321000006114	Medulloblastoma, no ICD-O subtype
3854331000006112	Medulloblastoma, no International Classification of Diseases for Oncology subtype
3855041000006115	Neoplastic pleural effusion
3855061000006116	Malignant effusion
3855071000006111	Pleural effusion due to malignancy
3855431000006116	Malignant teratoma, undifferentiated
3855441000006114	Malignant teratoma, anaplastic
3855461000006113	Malignant teratoma - anaplastic
385761000000110	Delivery of a fraction of interstitial radiotherapy
385801000000117	Other specified radiotherapy delivery
3858291000006114	Acinar cell tumour
3858311000006113	Acinic cell tumor
3858321000006117	Acinic cell tumour
3862401000006114	Addison's disease with struma lymphomatosa
3865661000006115	Chondromatosis
3865671000006110	Cartilage analogue of fibromatosis
3865681000006113	Cartilage analog of fibromatosis
3865781000006119	Malignant tumour, giant cell type
3865791000006116	Malignant tumor, giant cell type
3865801000006115	Malignant tumour - giant cell type
3865811000006117	Malignant tumor - giant cell type
3870451000006119	Multicentric reticulohistiocytosis
387141000006112	[X]Follow-up examinat after chemother for other conditions
387151000006114	[X]Follow-up examination after other treatment for malignant neoplasm
387161000006111	[X]Follow-up examination after radiotherapy for other conditions
387171000006116	[X]Follow-up examination after unspecified treatment for malignant neoplasm
387331000000112	Delivery of oral chemotherapy for neoplasm NOS
3873481000006117	Mullerian mixed tumor
3873491000006119	Malignant mixed Mullerian tumor
3873501000006110	Malignant mixed Mullerian tumour
387451000000112	Delivery of chemotherapy for neoplasm NOS
387551000006116	[X]Fracture of bone in neoplastic diseases CE
3875711000006119	Cloacogenic carcinoma
3877151000006110	Haemangiopericytoma, malignant
3877161000006112	Hemangiopericytoma, malignant
3877171000006117	Malignant haemangiopericytoma
3877181000006119	Malignant hemangiopericytoma
387871000000117	Other specified delivery of chemotherapy for neoplasm
387891000000118	Other specified delivery of oral chemotherapy for neoplasm
388171000006115	[X]Glomerular disorders in neoplastic diseases CE
3882431000006115	Intraepidermal squamous cell carcinoma, Bowen's type
3882441000006113	BD - Bowen's disease
3882451000006110	SCC - Intraepidermal squamous cell carcinoma - Bowen's type
3882461000006112	Bowen disease
388991000006116	[X]HIV dis reslt/oth mal neopl/lymph,h'matopoetc+reltd tissu
389011000006118	[X]HIV disease resulting in multiple diseases classified elsewhere
3891081000006116	Phaeochromocytoma
3891091000006118	Pheochromocytoma
3891101000006112	Chromaffin paraganglioma
3891111000006110	Chromaffin tumor
3891121000006119	Chromaffinoma
3891131000006116	Adrenal medullary paraganglioma
3891141000006114	Chromaffin tumour
3892541000006110	Medullary carcinoma with lymphoid stroma
3897081000006111	Adenoid squamous cell carcinoma
3897091000006114	Pseudoglandular squamous cell carcinoma
3897101000006115	Squamous cell carcinoma, acantholytic
3897111000006117	Acantholytic squamous cell carcinoma
3898741000006115	Neoplasm, malignant (primary)
3898751000006118	Neoplasm, malignant
3898761000006116	Blastoma
3898771000006111	Malignancy
3898781000006114	Cancer
3898791000006112	Unclassified tumor, malignant
3898801000006113	Tumour, malignant
3898811000006111	Tumor, malignant
3898821000006115	Unclassified tumour, malignant
3898831000006117	Malignant neoplasm
3898841000006110	Malignant tumour morphology
3898851000006112	Malignant tumor morphology
3898861000006114	Cancer morphology
3898871000006119	Malignant neoplasm, primary
3902261000006118	Neoplasm, uncertain whether benign or malignant
3902271000006113	Tumour, uncertain whether benign or malignant
3902281000006111	Tumor, uncertain whether benign or malignant
3902291000006114	Unclassified tumor, borderline malignancy
3902301000006110	Tumor, borderline malignancy
3902311000006113	Tumour, borderline malignancy
3902321000006117	Unclassified tumour, borderline malignancy
3903141000006117	Adenocarcinoid tumor
3904971000006113	HIV infection
3904981000006111	HIV - Human immunodeficiency virus infection
3907641000006117	Cystic mesothelioma
3908461000006119	Intraductal carcinoma, noninfiltrating
3908471000006114	Intraductal adenocarcinoma, noninfiltrating
3908481000006112	Intraductal carcinoma
3908491000006110	Ductal intraepithelial neoplasia 3
3908501000006119	Ductal carcinoma in situ
3908511000006116	DIN 3
3908521000006112	DCIS
3908531000006110	Non-infiltrating intraductal carcinoma
3908541000006117	Non-infiltrating intraductal adenocarcinoma
3908551000006115	Intraductal carcinoma, noninfiltrating, no ICD-O subtype
3908561000006118	Intraductal carcinoma, noninfiltrating, no International Classification of Diseases for Oncology subtype
3917101000006112	Leukaemia
3917111000006110	Leukemia
3917121000006119	Subacute leukemia [obs]
3917131000006116	Chronic leukemia [obs]
3917141000006114	Aleukemic leukemia [obs]
3917151000006111	Subacute leukaemia [obs]
3917161000006113	Aleukaemic leukaemia [obs]
3917171000006118	Chronic leukaemia [obs]
3917191000006117	Leukemia morphology
3917201000006119	Leukaemia, no ICD-O subtype
3917211000006116	Leukemia, no ICD-O subtype
3917221000006112	Leukemia, no International Classification of Diseases for Oncology subtype
3920291000006118	Sympathicoblastoma
3920301000006117	Central neuroblastoma
3920311000006119	NB - Neuroblastoma
3926021000006110	Signet ring cell adenocarcinoma
3929811000006119	Giant cell sarcoma (except of Bone, M-92503)
3929841000006115	Undifferentiated pleomorphic cell sarcoma
3931301000006114	Juvenile melanoma
3931411000006119	Juvenila melanoma
3933091000006116	Alveolar soft part sarcoma
3934021000006116	Choroid plexus carcinoma
3934051000006113	Ameloblastoma, malignant
3934061000006110	Adamantinoma, malignant (except of Tibia and Long bones, M-92613)
3934071000006115	Malignant adamantinoma
3936561000006112	Tumour cells, malignant
3936571000006117	Tumor cells, malignant
3936591000006116	Malignant tumor cells
3939831000006111	Teratoid medulloepithelioma
3944811000006117	Malignant tumour, fusiform cell type
3944821000006113	Malignant tumor, fusiform cell type
3944831000006111	Malignant tumor, spindle cell type
3944841000006118	Malignant tumour, spindle cell type
3944851000006116	Malignant tumour - fusiform cell type
3944861000006119	Malignant tumour - spindle cell type
3944871000006114	Malignant tumor - spindle cell type
3944881000006112	Malignant tumor - fusiform cell type
394636013	Intravenous chemotherapy
394637016	Intramuscular chemotherapy
394638014	Subcutaneous chemotherapy
3948111000006116	Pineocytoma
3953661000006119	Hurthle cell tumour
3956771000006112	Mesenchymoma, malignant
3956781000006110	Mixed mesenchymal sarcoma
3956791000006113	Malignant mesenchymoma
3958781000006114	Lobular adenocarcinoma
3958791000006112	Infiltrating lobular carcinoma
3959661000006116	Mast cell tumor
3959671000006111	Mast cell tumour
396091000006118	[X]Mal neoplasm/connective+soft tissue of trunk,unspecified
396101000006112	Malignant tumour of lymphoid haemopoietic and related tissue
3961011000006115	Ganglioglioma, no ICD-O subtype
3961031000006114	Glioneuroma
3961041000006116	Neuroastrocytoma
3961051000006119	Ganglioglioma, no International Classification of Diseases for Oncology subtype
396111000006110	Overlapping malignant neoplasm of peripheral nerves and autonomic nervous system
396121000006119	[X]Mal neoplasm/overlap lesion/bone+articular cartilage/limb
396131000006116	Malignant neoplasm of peripheral nerves and autonomic nervous system
3961571000006115	Verrucous squamous cell carcinoma
3961581000006117	Verrucous epidermoid carcinoma
3961591000006119	Warty carcinoma
3961601000006110	Condylomatous carcinoma
396161000006113	Overlapping malignant neoplasm of brain and other parts of the central nervous system
3961611000006113	SCC - Verrucous squamous cell carcinoma
396171000006118	[X]Malignant melanoma of other+unspecified parts of face
396191000006117	[X]Malignant neopl/overlapping les/resp+intrathoracic organs
396251000006115	Malignant neoplasm of central nervous system
396281000006111	[X]Malignant neoplasm of ill-defined, secondary and unspecified sites
3962951000006114	Brenner tumour, borderline malignancy
3962961000006111	Brenner tumor, borderline malignancy
3962971000006116	Brenner tumor, proliferating
3962981000006118	Brenner tumour, proliferating
3962991000006115	Brenner tumour - borderline malignancy
3963001000006119	Proliferating Brenner tumour
396301000006110	[X]Malignant neoplasm of lip, oral cavity and pharynx
3963011000006116	Proliferating Brenner tumor
3963021000006112	Brenner tumor - borderline malignancy
3963031000006110	Borderline Brenner tumour
3963041000006117	Brenner tumour, atypical proliferative
3963051000006115	Borderline Brenner tumor
3963061000006118	Brenner tumor, atypical proliferative
396381000006118	[X]Malignant neoplasm of respiratory and intrathoracic organs
396461000006117	Malignant neoplasm of multiple endocrine glands
396471000006112	[X]Malignant neoplasm/bone+articular cartilage, unspecified
396481000006110	Malignant neoplasm of bone and articular cartilage of limb
396491000006113	Malignant neoplasm of central nervous system
3964971000006114	Pagetoid reticulosis
396501000006117	[X]Malignant neoplasm/connective + soft tissue,unspecified
396511000006119	[X]Malignant neoplasm/ill-defined sites within resp system
396521000006110	Malignant tumour of cranial nerve
396531000006113	Malignant tumor of female genital organ
396541000006115	[X]Malignant neoplasm/other specified male genital organs
396551000006118	Overlapping malignant neoplasm of bone and articular cartilage
396561000006116	[X]Malignant neoplasm/overlap lesion/heart,mediastinm+pleura
396571000006111	Overlapping malignant neoplasm of ill-defined site
396581000006114	Overlapping malignant neoplasm of female genital organs
396591000006112	Overlapping malignant neoplasm of male genital organs
396601000006116	Malignant neoplasm of peripheral nerves of trunk
396611000006118	[X]Malignant neoplasm/upper resp tract, part unspecified
396621000006114	[X]Malignant neoplasms of lymphoid, haematopoietic and related tissue
396631000006112	[X]Malignant neoplasms/independent (primary) multiple sites
396641000006119	[X]Malignant neoplasms/independent(primary)multiple sites
396651000006117	Malignant neoplasm of gastrointestinal tract
39671000006114	Cutaneous/peripheral T-cell lymphoma
3967601000006115	Papillary serous cystadenocarcinoma
3967611000006117	Papillary serous adenocarcinoma
3967621000006113	Micropapillary serous carcinoma
397167015	Oral chemotherapy
3974511000006118	Serous adenocarcinoma
3974521000006114	Serous carcinoma
397818015	H/O: malignant neoplasm (*)
397819011	H/O: malignancy
397820017	H/O: mitotic lesion
397821018	H/O: cancer
398291000006110	[X]Mesothelioma of lung
398366019	Tumour of uterine body affecting obstetric care
398367011	Tumour of uterine body - baby delivered
398873019	Monoclonal paraproteinaemia
399051000006116	[X]Multiple cranial nerve palsies/neoplastic disease CE
3992561000006119	Acute leukemia
3992571000006114	Acute leukaemia, disease
3992581000006112	Acute leukemia, disease
3992621000006112	Acute lymphoid leukemia
3992631000006110	ALL - Acute lymphoblastic leukaemia
3992641000006117	ALL - Acute lymphoblastic leukemia
3992651000006115	Acute lymphoid leukaemia, disease
3992661000006118	Acute lymphoid leukemia, disease
3992711000006112	Acute myeloid leukaemia, disease
3992721000006116	Acute myeloid leukemia
3992741000006111	AML - Acute myeloid leukemia
3992751000006113	Acute myeloid leukemia, disease
3992761000006110	AML - Acute myeloid leukaemia
3992781000006117	AML - Acute myeloblastic leukemia
3992791000006119	Acute myelocytic leukaemia
3992801000006118	Acute myelocytic leukemia
399447011	Glaucoma due to ocular tumour or cyst
399621000006119	[X]Neo/uncertn+unknwn behav/lymph,h'matopetc+rel tiss,unspcf
399681000006115	[X]Neoplasm of uncert/unkn behav female genit organs, unspec
399711000006119	Neoplasm of uncertain behaviour of respiratory tract
399721000006110	[X]Neoplasm/uncertain+unknown behavior/other specified sites
399741000006115	Neoplasm of uncertain behaviour of digestive organ
399761000006116	[X]Neoplasm/uncertn+unknwn behavior/oth myelodysplastic synd
399811000006111	[X]Nerve root+plexus compressions in neoplastic disease CE
400011000006119	[X]Non-Hodgkin's lymphoma NOS
4005241000006117	Familial vestibular schwannoma
4005711000006114	Ampullary carcinoma in situ
4005731000006115	Cancer in situ of anal canal
4005901000006114	Carcinoma in situ of biliary tract
4005911000006112	Cancer in situ of urinary bladder
4005971000006115	Cancer in situ of body of stomach
4005981000006117	Carcinoma in situ of gastric body
4006001000006118	Carcinoma in situ of corpus uteri
4006091000006113	Carcinoma in situ of buccal mucosa
4006111000006116	Carcinoma in situ of cheek mucosa
4006121000006112	Carcinoma in situ of internal cheek
4006141000006117	Carcinoma in situ of cecum
4006161000006118	Carcinoma in situ of cardia
4006171000006113	Carcinoma in situ of gastric cardia
4006181000006111	Cancer in situ of cardia of stomach
4006251000006111	Carcinoma in situ of cervix uteri
4006261000006113	CIN 3 - Cervical intraepithelial neoplasia grade 3
4006321000006114	Cancer in situ of colon
4006361000006115	Carcinoma in situ of distal extra hepatic duct
4006371000006110	Cancer in situ of common bile duct
4006431000006117	Cancer in situ of cystic duct
4006471000006119	Cancer in situ of duodenum
4006571000006115	Carcinoma in situ of esophagus
4006581000006117	Cancer in situ of esophagus
4006591000006119	Cancer in situ of oesophagus
4006611000006113	Carcinoma in situ of ethmoid sinus
4006671000006116	Cancer in situ of eye
4006721000006113	Carcinoma in situ of female genital organ
4006741000006118	FOM - Carcinoma in situ of floor of mouth
4006791000006110	Cancer in situ fundus of stomach
4006821000006118	Cancer in situ of gastrointestinal tract
4006891000006116	Carcinoma in situ of gum
4006901000006117	Carcinoma in situ of gingiva
4006911000006119	Cancer in situ of gum
4006951000006118	Carcinoma in situ of hepatic flexure
4007001000006116	Carcinoma in situ of laryngopharynx
4007011000006118	Cancer in situ of hypopharynx
4007031000006112	Cancer in situ of ileum
4007151000006118	Cancer in situ of jejunum
4007281000006118	Cancer in situ of larynx
4007411000006114	Carcinoma in situ of lower third of oesophagus
4007421000006118	Carcinoma in situ of lower third of esophagus
4007441000006113	Carcinoma in situ of lower 1/3 esophagus
4007501000006112	Carcinoma in situ of male genital organ
4007531000006116	Carcinoma in situ of maxillary antrum
4007551000006111	Carcinoma in situ of Meckel diverticulum
4007571000006118	Carcinoma in situ of middle third of oesophagus
4007581000006115	Carcinoma in situ of middle third of esophagus
4007601000006113	Carcinoma in situ of middle 1/3 esophagus
4007621000006115	Carcinoma in situ of mouth
4007641000006110	Cancer in situ of mouth
4007691000006118	Carcinoma in situ of nasopharyngeal wall
4007701000006118	PNS - carcinoma in situ of postnasal space
4007711000006115	Carcinoma in situ of epipharynx
4007721000006111	Carcinoma in situ of postnasal space
4007761000006117	Carcinoma situ of oropharynx
4007771000006112	Carcinoma in situ of mesopharynx
4007781000006110	Cancer in situ of oropharynx
4007811000006112	Carcinoma in situ of roof of mouth
4007851000006113	Cancer in situ of pancreas
4007931000006111	Cancer in situ of penis
4007961000006119	Cancer in situ of pharynx
4008071000006111	Cancer in situ of prostate
4008091000006112	Carcinoma in situ of pylorus
4008111000006115	Cancer in situ of pylorus
4008151000006119	Cancer in situ of rectum
4008431000006116	Carcinoma in situ of skin of face
4008441000006114	Cancer in situ of skin of face
4008481000006115	Carcinoma in situ of skin of forehead
4008551000006112	Cancer in situ skin of lip
4008561000006114	Carcinoma in situ of skin of lower limb
4008581000006116	Cancer in situ skin of neck
4008751000006115	Cancer in situ of skin
4008811000006113	Carcinoma in situ of sphenoid sinus
400882012	Congenital sternomastoid torticollis
400883019	Congenital wry neck
4008831000006119	Cancer in situ of spleen
4008941000006119	Carcinoma in situ of thyroid gland
4008961000006115	Cancer in situ of thyroid
4009001000006111	Cancer in situ of tongue
4009041000006113	Severe epithelial dysplasia of trachea
4009131000006119	Carcinoma in situ of upper third of oesophagus
4009141000006112	Carcinoma in situ of upper third esophagus
4009151000006114	Carcinoma in situ of upper third oesophagus
4009161000006111	Carcinoma in situ of upper third of esophagus
4009181000006118	Carcinoma in situ of upper 1/3 esophagus
4009331000006117	VAIN - Vaginal intraepithelial neoplasia 3
4009341000006110	VAIN III - Vaginal intraepithelial neoplasia grade III
4009351000006112	Cancer in situ of vagina
4009541000006118	Cancer in situ of vulva
4009641000006117	Chronic leukemia
4009651000006115	Chronic leukaemia, disease
4009661000006118	Chronic leukemia, disease
4009701000006114	Chronic lymphoid leukemia
4009721000006116	Chronic lymphoid leukemia, disease
4009731000006118	CLL - Chronic lymphocytic leukaemia
4009741000006111	CLL - Chronic lymphocytic leukemia
4009781000006117	Chronic myeloid leukemia
4009791000006119	CML - Chronic myeloid leukaemia
4009801000006118	CGL - Chronic granulocytic leukaemia
4009811000006115	CGL - Chronic granulocytic leukemia
4009821000006111	CML - Chronic myeloid leukemia
4009831000006114	Chronic myeloid leukaemia, disease
4009841000006116	Chronic myeloid leukemia, disease
4009851000006119	Chronic myelocytic leukaemia
4009861000006117	Chronic myelocytic leukemia
