"code","ALT_CODE","USAGE","USAGE_UK","DESCRIPTION","MODIFIER_4","MODIFIER_5","QUALIFIERS","GENDER_MASK","MIN_AGE","MAX_AGE","TREE_DESCRIPTION"
"C93.3","C933","DEFAULT","3","Juvenile myelomonocytic leukaemia","","","",,,"4",""
"C93.7","C937","DEFAULT","3","Other monocytic leukaemia","","","",,,,""
"C93.9","C939","DEFAULT","3","Monocytic leukaemia, unspecified","","","",,,,""
"C94","C94","DEFAULT","3","Other leukaemias of specified cell type","","","",,,,""
"C94.0","C940","DEFAULT","3","Acute erythroid leukaemia","","","",,,,""
"C94.2","C942","DEFAULT","3","Acute megakaryoblastic leukaemia","","","",,,,""
"C94.3","C943","DEFAULT","3","Mast cell leukaemia","","","",,,,""
"C94.4","C944","DEFAULT","3","Acute panmyelosis with myelofibrosis","","","",,,,""
"C94.6","C946","DEFAULT","3","Myelodysplastic and myeloproliferative disease, not elsewhere classified","","","",,,,""
"C94.7","C947","DEFAULT","3","Other specified leukaemias","","","",,,,""
"C95","C95","DEFAULT","3","Leukaemia of unspecified cell type","","","",,,,""
"C95.0","C950","DEFAULT","3","Acute leukaemia of unspecified cell type","","","",,,,""
"C95.1","C951","DEFAULT","3","Chronic leukaemia of unspecified cell type","","","",,,,""
"C95.7","C957","DEFAULT","3","Other leukaemia of unspecified cell type","","","",,,,""
"C95.9","C959","DEFAULT","3","Leukaemia, unspecified","","","",,,,""
"C96","C96","DEFAULT","3","Other and unspecified malignant neoplasms of lymphoid, haematopoietic and related tissue","","","",,,,""
"C96.0","C960","DEFAULT","3","Multifocal and multisystemic (disseminated) Langerhans-cell histiocytosis [Letterer-Siwe disease]","","","",,,,""
"C96.2","C962","DEFAULT","3","Malignant mast cell tumour","","","",,,,""
"C96.4","C964","DEFAULT","3","Sarcoma of dendritic cells (accessory cells)","","","",,,,""
"C96.5","C965","DEFAULT","3","Multifocal and unisystemic Langerhans-cell histiocytosis","","","",,,,""
"C96.6","C966","DEFAULT","3","Unifocal Langerhans-cell histiocytosis","","","",,,,""
"C96.7","C967","DEFAULT","3","Other specified malignant neoplasms of lymphoid, haematopoietic and related tissue","","","",,,,""
"C96.8","C968","DEFAULT","3","Histiocytic sarcoma","","","",,,,""
"C96.9","C969","DEFAULT","3","Malignant neoplasm of lymphoid, haematopoietic and related tissue, unspecified","","","",,,,""
"C97","C97X","DEFAULT","3","Malignant neoplasms of independent (primary) multiple sites","","","",,,,""
